text,complexity_score,source,stratum
"""How are synthetic judgments a priori POSSIBLE?"" Kant asks himself--and what is really his answer? ""BY MEANS OF A MEANS (faculty)""--but unfortunately not in five words, but so circumstantially, imposingly, and with such display of German profundity and verbal flourishes, that one altogether loses sight of the comical niaiserie allemande involved in such an answer. People were beside themselves with delight over this new faculty, and the jubilation reached its climax when Kant further discovered a moral faculty in man--for at that time Germans were still moral, not yet dabbling in the ""Politics of hard fact."" Then came the honeymoon of German philosophy. All the young theologians of the Tubingen institution went immediately into the groves--all seeking for ""faculties."" And what did they not find--in that innocent, rich, and still youthful period of the German spirit, to which Romanticism, the malicious fairy, piped and sang, when one could not yet distinguish between ""finding"" and ""inventing""! Above all a faculty for the ""transcendental""; Schelling christened it, intellectual intuition, and thereby gratified the most earnest longings of the naturally pious-inclined Germans. One can do no greater wrong to the whole of this exuberant and eccentric movement (which was really youthfulness, notwithstanding that it disguised itself so boldly, in hoary and senile conceptions), than to take it seriously, or even treat it with moral indignation. Enough, however--the world grew older, and the dream vanished. A time came when people rubbed their foreheads, and they still rub them today.",67.57,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"One can do no greater wrong to the whole of this exuberant and eccentric movement (which was really youthfulness, notwithstanding that it disguised itself so boldly, in hoary and senile conceptions), than to take it seriously, or even treat it with moral indignation. Enough, however--the world grew older, and the dream vanished. A time came when people rubbed their foreheads, and they still rub them today. People had been dreaming, and first and foremost--old Kant. ""By means of a means (faculty)""--he had said, or at least meant to say. But, is that--an answer? An explanation? Or is it not rather merely a repetition of the question? How does opium induce sleep? ""By means of a means (faculty),"" namely the virtus dormitiva, replies the doctor in Moliere, Quia est in eo virtus dormitiva, Cujus est natura sensus assoupire. But such replies belong to the realm of comedy, and it is high time to replace the Kantian question, ""How are synthetic judgments a PRIORI possible?"" by another question, ""Why is belief in such judgments necessary?""--in effect, it is high time that we should understand that such judgments must be believed to be true, for the sake of the preservation of creatures like ourselves; though they still might naturally be false judgments! Or, more plainly spoken, and roughly and readily--synthetic judgments a priori should not ""be possible"" at all; we have no right to them; in our mouths they are nothing but false judgments. Only, of course, the belief in their truth is necessary, as plausible belief and ocular evidence belonging to the perspective view of life.",68.49,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"by another question, ""Why is belief in such judgments necessary?""--in effect, it is high time that we should understand that such judgments must be believed to be true, for the sake of the preservation of creatures like ourselves; though they still might naturally be false judgments! Or, more plainly spoken, and roughly and readily--synthetic judgments a priori should not ""be possible"" at all; we have no right to them; in our mouths they are nothing but false judgments. Only, of course, the belief in their truth is necessary, as plausible belief and ocular evidence belonging to the perspective view of life. And finally, to call to mind the enormous influence which ""German philosophy""--I hope you understand its right to inverted commas (goosefeet)?--has exercised throughout the whole of Europe, there is no doubt that a certain VIRTUS DORMITIVA had a share in it; thanks to German philosophy, it was a delight to the noble idlers, the virtuous, the mystics, the artiste, the three-fourths Christians, and the political obscurantists of all nations, to find an antidote to the still overwhelming sensualism which overflowed from the last century into this, in short--""sensus assoupire."" ... 12. As regards materialistic atomism, it is one of the best-refuted theories that have been advanced, and in Europe there is now perhaps no one in the learned world so unscholarly as to attach serious signification to it, except for convenient everyday use (as an abbreviation of the means of expression)--thanks chiefly to the Pole Boscovich: he and the Pole Copernicus have hitherto been the greatest and most successful opponents of ocular evidence.",75.92,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"And finally, to call to mind the enormous influence which ""German philosophy""--I hope you understand its right to inverted commas (goosefeet)?--has exercised throughout the whole of Europe, there is no doubt that a certain VIRTUS DORMITIVA had a share in it; thanks to German philosophy, it was a delight to the noble idlers, the virtuous, the mystics, the artiste, the three-fourths Christians, and the political obscurantists of all nations, to find an antidote to the still overwhelming sensualism which overflowed from the last century into this, in short--""sensus assoupire."" ... 12. As regards materialistic atomism, it is one of the best-refuted theories that have been advanced, and in Europe there is now perhaps no one in the learned world so unscholarly as to attach serious signification to it, except for convenient everyday use (as an abbreviation of the means of expression)--thanks chiefly to the Pole Boscovich: he and the Pole Copernicus have hitherto been the greatest and most successful opponents of ocular evidence. For while Copernicus has persuaded us to believe, contrary to all the senses, that the earth does NOT stand fast, Boscovich has taught us to abjure the belief in the last thing that ""stood fast"" of the earth--the belief in ""substance,"" in ""matter,"" in the earth-residuum, and particle-atom: it is the greatest triumph over the senses that has hitherto been gained on earth. One must, however, go still further, and also declare war, relentless war to the knife, against the ""atomistic requirements"" which still lead a dangerous after-life in places where no one suspects them, like the more celebrated ""metaphysical requirements"": one must also above all give the finishing stroke to that other and more portentous atomism which Christianity has taught best and longest, the SOUL-ATOMISM.",76.61,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"As regards materialistic atomism, it is one of the best-refuted theories that have been advanced, and in Europe there is now perhaps no one in the learned world so unscholarly as to attach serious signification to it, except for convenient everyday use (as an abbreviation of the means of expression)--thanks chiefly to the Pole Boscovich: he and the Pole Copernicus have hitherto been the greatest and most successful opponents of ocular evidence. For while Copernicus has persuaded us to believe, contrary to all the senses, that the earth does NOT stand fast, Boscovich has taught us to abjure the belief in the last thing that ""stood fast"" of the earth--the belief in ""substance,"" in ""matter,"" in the earth-residuum, and particle-atom: it is the greatest triumph over the senses that has hitherto been gained on earth. One must, however, go still further, and also declare war, relentless war to the knife, against the ""atomistic requirements"" which still lead a dangerous after-life in places where no one suspects them, like the more celebrated ""metaphysical requirements"": one must also above all give the finishing stroke to that other and more portentous atomism which Christianity has taught best and longest, the SOUL-ATOMISM. Let it be permitted to designate by this expression the belief which regards the soul as something indestructible, eternal, indivisible, as a monad, as an atomon: this belief ought to be expelled from science! Between ourselves, it is not at all necessary to get rid of ""the soul"" thereby, and thus renounce one of the oldest and most venerated hypotheses--as happens frequently to the clumsiness of naturalists, who can hardly touch on the soul without immediately losing it.",77.57,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"One must, however, go still further, and also declare war, relentless war to the knife, against the ""atomistic requirements"" which still lead a dangerous after-life in places where no one suspects them, like the more celebrated ""metaphysical requirements"": one must also above all give the finishing stroke to that other and more portentous atomism which Christianity has taught best and longest, the SOUL-ATOMISM. Let it be permitted to designate by this expression the belief which regards the soul as something indestructible, eternal, indivisible, as a monad, as an atomon: this belief ought to be expelled from science! Between ourselves, it is not at all necessary to get rid of ""the soul"" thereby, and thus renounce one of the oldest and most venerated hypotheses--as happens frequently to the clumsiness of naturalists, who can hardly touch on the soul without immediately losing it. But the way is open for new acceptations and refinements of the soul-hypothesis; and such conceptions as ""mortal soul,"" and ""soul of subjective multiplicity,"" and ""soul as social structure of the instincts and passions,"" want henceforth to have legitimate rights in science. In that the NEW psychologist is about to put an end to the superstitions which have hitherto flourished with almost tropical luxuriance around the idea of the soul, he is really, as it were, thrusting himself into a new desert and a new distrust--it is possible that the older psychologists had a merrier and more comfortable time of it; eventually, however, he finds that precisely thereby he is also condemned to INVENT--and, who knows?",75.88,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"Between ourselves, it is not at all necessary to get rid of ""the soul"" thereby, and thus renounce one of the oldest and most venerated hypotheses--as happens frequently to the clumsiness of naturalists, who can hardly touch on the soul without immediately losing it. But the way is open for new acceptations and refinements of the soul-hypothesis; and such conceptions as ""mortal soul,"" and ""soul of subjective multiplicity,"" and ""soul as social structure of the instincts and passions,"" want henceforth to have legitimate rights in science. In that the NEW psychologist is about to put an end to the superstitions which have hitherto flourished with almost tropical luxuriance around the idea of the soul, he is really, as it were, thrusting himself into a new desert and a new distrust--it is possible that the older psychologists had a merrier and more comfortable time of it; eventually, however, he finds that precisely thereby he is also condemned to INVENT--and, who knows? perhaps to DISCOVER the new. 13. Psychologists should bethink themselves before putting down the instinct of self-preservation as the cardinal instinct of an organic being. A living thing seeks above all to DISCHARGE its strength--life itself is WILL TO POWER; self-preservation is only one of the indirect and most frequent RESULTS thereof. In short, here, as everywhere else, let us beware of SUPERFLUOUS teleological principles!--one of which is the instinct of self-preservation (we owe it to Spinoza's inconsistency). It is thus, in effect, that method ordains, which must be essentially economy of principles.",69.65,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"A living thing seeks above all to DISCHARGE its strength--life itself is WILL TO POWER; self-preservation is only one of the indirect and most frequent RESULTS thereof. In short, here, as everywhere else, let us beware of SUPERFLUOUS teleological principles!--one of which is the instinct of self-preservation (we owe it to Spinoza's inconsistency). It is thus, in effect, that method ordains, which must be essentially economy of principles. 14. It is perhaps just dawning on five or six minds that natural philosophy is only a world-exposition and world-arrangement (according to us, if I may say so!) and NOT a world-explanation; but in so far as it is based on belief in the senses, it is regarded as more, and for a long time to come must be regarded as more--namely, as an explanation. It has eyes and fingers of its own, it has ocular evidence and palpableness of its own: this operates fascinatingly, persuasively, and CONVINCINGLY upon an age with fundamentally plebeian tastes--in fact, it follows instinctively the canon of truth of eternal popular sensualism. What is clear, what is ""explained""? Only that which can be seen and felt--one must pursue every problem thus far. Obversely, however, the charm of the Platonic mode of thought, which was an ARISTOCRATIC mode, consisted precisely in RESISTANCE to obvious sense-evidence--perhaps among men who enjoyed even stronger and more fastidious senses than our contemporaries, but who knew how to find a higher triumph in remaining masters of them: and this by means of pale, cold, grey conceptional networks which they threw over the motley whirl of the senses--the mob of the senses, as Plato said.",75.37,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"What is clear, what is ""explained""? Only that which can be seen and felt--one must pursue every problem thus far. Obversely, however, the charm of the Platonic mode of thought, which was an ARISTOCRATIC mode, consisted precisely in RESISTANCE to obvious sense-evidence--perhaps among men who enjoyed even stronger and more fastidious senses than our contemporaries, but who knew how to find a higher triumph in remaining masters of them: and this by means of pale, cold, grey conceptional networks which they threw over the motley whirl of the senses--the mob of the senses, as Plato said. In this overcoming of the world, and interpreting of the world in the manner of Plato, there was an ENJOYMENT different from that which the physicists of today offer us--and likewise the Darwinists and anti-teleologists among the physiological workers, with their principle of the ""smallest possible effort,"" and the greatest possible blunder. ""Where there is nothing more to see or to grasp, there is also nothing more for men to do""--that is certainly an imperative different from the Platonic one, but it may notwithstanding be the right imperative for a hardy, laborious race of machinists and bridge-builders of the future, who have nothing but ROUGH work to perform. 15. To study physiology with a clear conscience, one must insist on the fact that the sense-organs are not phenomena in the sense of the idealistic philosophy; as such they certainly could not be causes! Sensualism, therefore, at least as regulative hypothesis, if not as heuristic principle.",79.32,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"15. To study physiology with a clear conscience, one must insist on the fact that the sense-organs are not phenomena in the sense of the idealistic philosophy; as such they certainly could not be causes! Sensualism, therefore, at least as regulative hypothesis, if not as heuristic principle. What? And others say even that the external world is the work of our organs? But then our body, as a part of this external world, would be the work of our organs! But then our organs themselves would be the work of our organs! It seems to me that this is a complete REDUCTIO AD ABSURDUM, if the conception CAUSA SUI is something fundamentally absurd. Consequently, the external world is NOT the work of our organs--? 16. There are still harmless self-observers who believe that there are ""immediate certainties""; for instance, ""I think,"" or as the superstition of Schopenhauer puts it, ""I will""; as though cognition here got hold of its object purely and simply as ""the thing in itself,"" without any falsification taking place either on the part of the subject or the object. I would repeat it, however, a hundred times, that ""immediate certainty,"" as well as ""absolute knowledge"" and the ""thing in itself,"" involve a CONTRADICTIO IN ADJECTO; we really ought to free ourselves from the misleading significance of words! The people on their part may think that cognition is knowing all about things, but the philosopher must say to himself: ""When I analyze the process that is expressed in the sentence, 'I think,' I find a whole series of daring assertions, the argumentative proof of which would be difficult, perhaps impossible: for instance, that it is _I_ who think, that there must necessarily be something that thinks, that thinking is an activity and operation on the part of a being who is thought of as a cause, that there is an 'ego,' and finally, that it is already determined what is to be designated by thinking--that I KNOW what thinking is.",74.72,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"There are still harmless self-observers who believe that there are ""immediate certainties""; for instance, ""I think,"" or as the superstition of Schopenhauer puts it, ""I will""; as though cognition here got hold of its object purely and simply as ""the thing in itself,"" without any falsification taking place either on the part of the subject or the object. I would repeat it, however, a hundred times, that ""immediate certainty,"" as well as ""absolute knowledge"" and the ""thing in itself,"" involve a CONTRADICTIO IN ADJECTO; we really ought to free ourselves from the misleading significance of words! The people on their part may think that cognition is knowing all about things, but the philosopher must say to himself: ""When I analyze the process that is expressed in the sentence, 'I think,' I find a whole series of daring assertions, the argumentative proof of which would be difficult, perhaps impossible: for instance, that it is _I_ who think, that there must necessarily be something that thinks, that thinking is an activity and operation on the part of a being who is thought of as a cause, that there is an 'ego,' and finally, that it is already determined what is to be designated by thinking--that I KNOW what thinking is. For if I had not already decided within myself what it is, by what standard could I determine whether that which is just happening is not perhaps 'willing' or 'feeling'? In short, the assertion 'I think,' assumes that I COMPARE my state at the present moment with other states of myself which I know, in order to determine what it is; on account of this retrospective connection with further 'knowledge,' it has, at any rate, no immediate certainty for me.",83.19,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"The people on their part may think that cognition is knowing all about things, but the philosopher must say to himself: ""When I analyze the process that is expressed in the sentence, 'I think,' I find a whole series of daring assertions, the argumentative proof of which would be difficult, perhaps impossible: for instance, that it is _I_ who think, that there must necessarily be something that thinks, that thinking is an activity and operation on the part of a being who is thought of as a cause, that there is an 'ego,' and finally, that it is already determined what is to be designated by thinking--that I KNOW what thinking is. For if I had not already decided within myself what it is, by what standard could I determine whether that which is just happening is not perhaps 'willing' or 'feeling'? In short, the assertion 'I think,' assumes that I COMPARE my state at the present moment with other states of myself which I know, in order to determine what it is; on account of this retrospective connection with further 'knowledge,' it has, at any rate, no immediate certainty for me. ""--In place of the ""immediate certainty"" in which the people may believe in the special case, the philosopher thus finds a series of metaphysical questions presented to him, veritable conscience questions of the intellect, to wit: ""Whence did I get the notion of 'thinking'? Why do I believe in cause and effect? What gives me the right to speak of an 'ego,' and even of an 'ego' as cause, and finally of an 'ego' as cause of thought?""",77.33,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"""--In place of the ""immediate certainty"" in which the people may believe in the special case, the philosopher thus finds a series of metaphysical questions presented to him, veritable conscience questions of the intellect, to wit: ""Whence did I get the notion of 'thinking'? Why do I believe in cause and effect? What gives me the right to speak of an 'ego,' and even of an 'ego' as cause, and finally of an 'ego' as cause of thought?"" He who ventures to answer these metaphysical questions at once by an appeal to a sort of INTUITIVE perception, like the person who says, ""I think, and know that this, at least, is true, actual, and certain""--will encounter a smile and two notes of interrogation in a philosopher nowadays. ""Sir,"" the philosopher will perhaps give him to understand, ""it is improbable that you are not mistaken, but why should it be the truth?"" 17. With regard to the superstitions of logicians, I shall never tire of emphasizing a small, terse fact, which is unwillingly recognized by these credulous minds--namely, that a thought comes when ""it"" wishes, and not when ""I"" wish; so that it is a PERVERSION of the facts of the case to say that the subject ""I"" is the condition of the predicate ""think."" ONE thinks; but that this ""one"" is precisely the famous old ""ego,"" is, to put it mildly, only a supposition, an assertion, and assuredly not an ""immediate certainty.""",76.57,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"17. With regard to the superstitions of logicians, I shall never tire of emphasizing a small, terse fact, which is unwillingly recognized by these credulous minds--namely, that a thought comes when ""it"" wishes, and not when ""I"" wish; so that it is a PERVERSION of the facts of the case to say that the subject ""I"" is the condition of the predicate ""think."" ONE thinks; but that this ""one"" is precisely the famous old ""ego,"" is, to put it mildly, only a supposition, an assertion, and assuredly not an ""immediate certainty."" After all, one has even gone too far with this ""one thinks""--even the ""one"" contains an INTERPRETATION of the process, and does not belong to the process itself. One infers here according to the usual grammatical formula--""To think is an activity; every activity requires an agency that is active; consequently""... It was pretty much on the same lines that the older atomism sought, besides the operating ""power,"" the material particle wherein it resides and out of which it operates--the atom. More rigorous minds, however, learnt at last to get along without this ""earth-residuum,"" and perhaps some day we shall accustom ourselves, even from the logician's point of view, to get along without the little ""one"" (to which the worthy old ""ego"" has refined itself). 18. It is certainly not the least charm of a theory that it is refutable; it is precisely thereby that it attracts the more subtle minds.",73.64,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"More rigorous minds, however, learnt at last to get along without this ""earth-residuum,"" and perhaps some day we shall accustom ourselves, even from the logician's point of view, to get along without the little ""one"" (to which the worthy old ""ego"" has refined itself). 18. It is certainly not the least charm of a theory that it is refutable; it is precisely thereby that it attracts the more subtle minds. It seems that the hundred-times-refuted theory of the ""free will"" owes its persistence to this charm alone; some one is always appearing who feels himself strong enough to refute it. 19. Philosophers are accustomed to speak of the will as though it were the best-known thing in the world; indeed, Schopenhauer has given us to understand that the will alone is really known to us, absolutely and completely known, without deduction or addition. But it again and again seems to me that in this case Schopenhauer also only did what philosophers are in the habit of doing--he seems to have adopted a POPULAR PREJUDICE and exaggerated it. Willing seems to me to be above all something COMPLICATED, something that is a unity only in name--and it is precisely in a name that popular prejudice lurks, which has got the mastery over the inadequate precautions of philosophers in all ages. So let us for once be more cautious, let us be ""unphilosophical"": let us say that in all willing there is firstly a plurality of sensations, namely, the sensation of the condition ""AWAY FROM WHICH we go,"" the sensation of the condition ""TOWARDS WHICH we go,"" the sensation of this ""FROM"" and ""TOWARDS"" itself, and then besides, an accompanying muscular sensation, which, even without our putting in motion ""arms and legs,"" commences its action by force of habit, directly we ""will"" anything.",79.8,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"But it again and again seems to me that in this case Schopenhauer also only did what philosophers are in the habit of doing--he seems to have adopted a POPULAR PREJUDICE and exaggerated it. Willing seems to me to be above all something COMPLICATED, something that is a unity only in name--and it is precisely in a name that popular prejudice lurks, which has got the mastery over the inadequate precautions of philosophers in all ages. So let us for once be more cautious, let us be ""unphilosophical"": let us say that in all willing there is firstly a plurality of sensations, namely, the sensation of the condition ""AWAY FROM WHICH we go,"" the sensation of the condition ""TOWARDS WHICH we go,"" the sensation of this ""FROM"" and ""TOWARDS"" itself, and then besides, an accompanying muscular sensation, which, even without our putting in motion ""arms and legs,"" commences its action by force of habit, directly we ""will"" anything. Therefore, just as sensations (and indeed many kinds of sensations) are to be recognized as ingredients of the will, so, in the second place, thinking is also to be recognized; in every act of the will there is a ruling thought;--and let us not imagine it possible to sever this thought from the ""willing,"" as if the will would then remain over! In the third place, the will is not only a complex of sensation and thinking, but it is above all an EMOTION, and in fact the emotion of the command.",80.97,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"So let us for once be more cautious, let us be ""unphilosophical"": let us say that in all willing there is firstly a plurality of sensations, namely, the sensation of the condition ""AWAY FROM WHICH we go,"" the sensation of the condition ""TOWARDS WHICH we go,"" the sensation of this ""FROM"" and ""TOWARDS"" itself, and then besides, an accompanying muscular sensation, which, even without our putting in motion ""arms and legs,"" commences its action by force of habit, directly we ""will"" anything. Therefore, just as sensations (and indeed many kinds of sensations) are to be recognized as ingredients of the will, so, in the second place, thinking is also to be recognized; in every act of the will there is a ruling thought;--and let us not imagine it possible to sever this thought from the ""willing,"" as if the will would then remain over! In the third place, the will is not only a complex of sensation and thinking, but it is above all an EMOTION, and in fact the emotion of the command. That which is termed ""freedom of the will"" is essentially the emotion of supremacy in respect to him who must obey: ""I am free, 'he' must obey""--this consciousness is inherent in every will; and equally so the straining of the attention, the straight look which fixes itself exclusively on one thing, the unconditional judgment that ""this and nothing else is necessary now,"" the inward certainty that obedience will be rendered--and whatever else pertains to the position of the commander.",86.12,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"Therefore, just as sensations (and indeed many kinds of sensations) are to be recognized as ingredients of the will, so, in the second place, thinking is also to be recognized; in every act of the will there is a ruling thought;--and let us not imagine it possible to sever this thought from the ""willing,"" as if the will would then remain over! In the third place, the will is not only a complex of sensation and thinking, but it is above all an EMOTION, and in fact the emotion of the command. That which is termed ""freedom of the will"" is essentially the emotion of supremacy in respect to him who must obey: ""I am free, 'he' must obey""--this consciousness is inherent in every will; and equally so the straining of the attention, the straight look which fixes itself exclusively on one thing, the unconditional judgment that ""this and nothing else is necessary now,"" the inward certainty that obedience will be rendered--and whatever else pertains to the position of the commander. A man who WILLS commands something within himself which renders obedience, or which he believes renders obedience. But now let us notice what is the strangest thing about the will,--this affair so extremely complex, for which the people have only one name. Inasmuch as in the given circumstances we are at the same time the commanding AND the obeying parties, and as the obeying party we know the sensations of constraint, impulsion, pressure, resistance, and motion, which usually commence immediately after the act of will; inasmuch as, on the other hand, we are accustomed to disregard this duality, and to deceive ourselves about it by means of the synthetic term ""I"": a whole series of erroneous conclusions, and consequently of false judgments about the will itself, has become attached to the act of willing--to such a degree that he who wills believes firmly that willing SUFFICES for action.",83.44,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"A man who WILLS commands something within himself which renders obedience, or which he believes renders obedience. But now let us notice what is the strangest thing about the will,--this affair so extremely complex, for which the people have only one name. Inasmuch as in the given circumstances we are at the same time the commanding AND the obeying parties, and as the obeying party we know the sensations of constraint, impulsion, pressure, resistance, and motion, which usually commence immediately after the act of will; inasmuch as, on the other hand, we are accustomed to disregard this duality, and to deceive ourselves about it by means of the synthetic term ""I"": a whole series of erroneous conclusions, and consequently of false judgments about the will itself, has become attached to the act of willing--to such a degree that he who wills believes firmly that willing SUFFICES for action. Since in the majority of cases there has only been exercise of will when the effect of the command--consequently obedience, and therefore action--was to be EXPECTED, the APPEARANCE has translated itself into the sentiment, as if there were a NECESSITY OF EFFECT; in a word, he who wills believes with a fair amount of certainty that will and action are somehow one; he ascribes the success, the carrying out of the willing, to the will itself, and thereby enjoys an increase of the sensation of power which accompanies all success. ""Freedom of Will""--that is the expression for the complex state of delight of the person exercising volition, who commands and at the same time identifies himself with the executor of the order--who, as such, enjoys also the triumph over obstacles, but thinks within himself that it was really his own will that overcame them.",86.35,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"Inasmuch as in the given circumstances we are at the same time the commanding AND the obeying parties, and as the obeying party we know the sensations of constraint, impulsion, pressure, resistance, and motion, which usually commence immediately after the act of will; inasmuch as, on the other hand, we are accustomed to disregard this duality, and to deceive ourselves about it by means of the synthetic term ""I"": a whole series of erroneous conclusions, and consequently of false judgments about the will itself, has become attached to the act of willing--to such a degree that he who wills believes firmly that willing SUFFICES for action. Since in the majority of cases there has only been exercise of will when the effect of the command--consequently obedience, and therefore action--was to be EXPECTED, the APPEARANCE has translated itself into the sentiment, as if there were a NECESSITY OF EFFECT; in a word, he who wills believes with a fair amount of certainty that will and action are somehow one; he ascribes the success, the carrying out of the willing, to the will itself, and thereby enjoys an increase of the sensation of power which accompanies all success. ""Freedom of Will""--that is the expression for the complex state of delight of the person exercising volition, who commands and at the same time identifies himself with the executor of the order--who, as such, enjoys also the triumph over obstacles, but thinks within himself that it was really his own will that overcame them. In this way the person exercising volition adds the feelings of delight of his successful executive instruments, the useful ""underwills"" or under-souls--indeed, our body is but a social structure composed of many souls--to his feelings of delight as commander.",88.37,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"Since in the majority of cases there has only been exercise of will when the effect of the command--consequently obedience, and therefore action--was to be EXPECTED, the APPEARANCE has translated itself into the sentiment, as if there were a NECESSITY OF EFFECT; in a word, he who wills believes with a fair amount of certainty that will and action are somehow one; he ascribes the success, the carrying out of the willing, to the will itself, and thereby enjoys an increase of the sensation of power which accompanies all success. ""Freedom of Will""--that is the expression for the complex state of delight of the person exercising volition, who commands and at the same time identifies himself with the executor of the order--who, as such, enjoys also the triumph over obstacles, but thinks within himself that it was really his own will that overcame them. In this way the person exercising volition adds the feelings of delight of his successful executive instruments, the useful ""underwills"" or under-souls--indeed, our body is but a social structure composed of many souls--to his feelings of delight as commander. L'EFFET C'EST MOI. what happens here is what happens in every well-constructed and happy commonwealth, namely, that the governing class identifies itself with the successes of the commonwealth. In all willing it is absolutely a question of commanding and obeying, on the basis, as already said, of a social structure composed of many ""souls"", on which account a philosopher should claim the right to include willing-as-such within the sphere of morals--regarded as the doctrine of the relations of supremacy under which the phenomenon of ""life"" manifests itself.",82.23,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"L'EFFET C'EST MOI. what happens here is what happens in every well-constructed and happy commonwealth, namely, that the governing class identifies itself with the successes of the commonwealth. In all willing it is absolutely a question of commanding and obeying, on the basis, as already said, of a social structure composed of many ""souls"", on which account a philosopher should claim the right to include willing-as-such within the sphere of morals--regarded as the doctrine of the relations of supremacy under which the phenomenon of ""life"" manifests itself. 20. That the separate philosophical ideas are not anything optional or autonomously evolving, but grow up in connection and relationship with each other, that, however suddenly and arbitrarily they seem to appear in the history of thought, they nevertheless belong just as much to a system as the collective members of the fauna of a Continent--is betrayed in the end by the circumstance: how unfailingly the most diverse philosophers always fill in again a definite fundamental scheme of POSSIBLE philosophies. Under an invisible spell, they always revolve once more in the same orbit, however independent of each other they may feel themselves with their critical or systematic wills, something within them leads them, something impels them in definite order the one after the other--to wit, the innate methodology and relationship of their ideas. Their thinking is, in fact, far less a discovery than a re-recognizing, a remembering, a return and a home-coming to a far-off, ancient common-household of the soul, out of which those ideas formerly grew: philosophizing is so far a kind of atavism of the highest order.",72.22,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"That the separate philosophical ideas are not anything optional or autonomously evolving, but grow up in connection and relationship with each other, that, however suddenly and arbitrarily they seem to appear in the history of thought, they nevertheless belong just as much to a system as the collective members of the fauna of a Continent--is betrayed in the end by the circumstance: how unfailingly the most diverse philosophers always fill in again a definite fundamental scheme of POSSIBLE philosophies. Under an invisible spell, they always revolve once more in the same orbit, however independent of each other they may feel themselves with their critical or systematic wills, something within them leads them, something impels them in definite order the one after the other--to wit, the innate methodology and relationship of their ideas. Their thinking is, in fact, far less a discovery than a re-recognizing, a remembering, a return and a home-coming to a far-off, ancient common-household of the soul, out of which those ideas formerly grew: philosophizing is so far a kind of atavism of the highest order. The wonderful family resemblance of all Indian, Greek, and German philosophizing is easily enough explained. In fact, where there is affinity of language, owing to the common philosophy of grammar--I mean owing to the unconscious domination and guidance of similar grammatical functions--it cannot but be that everything is prepared at the outset for a similar development and succession of philosophical systems, just as the way seems barred against certain other possibilities of world-interpretation. It is highly probable that philosophers within the domain of the Ural-Altaic languages (where the conception of the subject is least developed) look otherwise ""into the world,"" and will be found on paths of thought different from those of the Indo-Germans and Mussulmans, the spell of certain grammatical functions is ultimately also the spell of PHYSIOLOGICAL valuations and racial conditions.--So much by way of rejecting Locke's superficiality with regard to the origin of ideas.",73.95,Beyond Good and Evil (Nietzsche),Philosophical Treatises
"The wonderful family resemblance of all Indian, Greek, and German philosophizing is easily enough explained. In fact, where there is affinity of language, owing to the common philosophy of grammar--I mean owing to the unconscious domination and guidance of similar grammatical functions--it cannot but be that everything is prepared at the outset for a similar development and succession of philosophical systems, just as the way seems barred against certain other possibilities of world-interpretation. It is highly probable that philosophers within the domain of the Ural-Altaic languages (where the conception of the subject is least developed) look otherwise ""into the world,"" and will be found on paths of thought different from those of the Indo-Germans and Mussulmans, the spell of certain grammatical functions is ultimately also the spell of PHYSIOLOGICAL valuations and racial conditions.--So much by way of rejecting Locke's superficiality with regard to the origin of ideas. 21. The CAUSA SUI is the best self-contradiction that has yet been conceived, it is a sort of logical violation and unnaturalness; but the extravagant pride of man has managed to entangle itself profoundly and frightfully with this very folly. The desire for ""freedom of will"" in the superlative, metaphysical sense, such as still holds sway, unfortunately, in the minds of the half-educated, the desire to bear the entire and ultimate responsibility for one's actions oneself, and to absolve God, the world, ancestors, chance, and society therefrom, involves nothing less than to be precisely this CAUSA SUI, and, with more than Munchausen daring, to pull oneself up into existence by the hair, out of the slough of nothingness.",83.71,Beyond Good and Evil (Nietzsche),Philosophical Treatises
