text,source,stratum,complexity_score,SDI,SCD,AR,LD,VRS,MATTR,PTD,PCD,ANR,PVD
"It has, that is,—and here in a much distincter way—its special standard of reality, its peculiar forms of conceiving things, its distinctions between the actual and the apparent, &c. Here again it will probably be found that the scientific specialist is hardly conscious that these are principles and concepts: on the contrary, they will be supposed self-evident and ultimate facts, foundations of being. Instead of being treated as modes of conception, more or less justified by their use and their results, these categories will be regarded as fundamental facts, essential conditions of all reality. Like popular thought in its ingrained categories, the specialist cannot understand the possibility of any limitation to his radical ideas of reality. To him they are not hypotheses, but principles. The scientific specialist may be as convinced of the universal application of his peculiar categories, as the Chinese or the Eskimo that his standards are natural and final. Under such metaphysical or extra-empirical presuppositions all investigation, whether it be crudely empirical or (in the physical sense) scientific, is carried on. And when so carried on, it is said to be prosecuted apart from any interference from metaphysic. Such a naïve or natural metaphysic, not raised to explicit consciousness, not followed as an imposed rule, but governing with the strength of an immanent faith, does not count for those who live under it as a metaphysic at all. M. Jourdain was amazed suddenly to learn he had been speaking prose for forty years without knowing it. But in the present case there is something worse than amazement sure to be excited by the news.",Philosophy of Mind (Hegel),Philosophical Treatises,71.11,2.987,1.182,0.569,0.47,1.827,0.805,6.27,0.182,1.143,0.0
"Such a naïve or natural metaphysic, not raised to explicit consciousness, not followed as an imposed rule, but governing with the strength of an immanent faith, does not count for those who live under it as a metaphysic at all. M. Jourdain was amazed suddenly to learn he had been speaking prose for forty years without knowing it. But in the present case there is something worse than amazement sure to be excited by the news. For the critic who thus reveals the secrets of the scientist’s heart is pretty sure to go on to say that a good deal of this naïve unconscious metaphysic is incoherent, contradictory, even bad: that it requires correction, revision, and readjustment, and has by criticism to be made one and harmonious. That readjustment or criticism which shall eliminate contradiction and produce unity, is the aim of the _science_ of metaphysic—the science of the meta-physical element in physical knowledge: what Hegel has chosen to call the Science of Logic (in the wide sense of the term). This higher Logic, this _science_ of metaphysic, is the process to revise and harmonise in systematic completeness the imperfect or misleading and partial estimates of reality which are to be found in popular and scientific thought. In the case of the run of physical sciences this revision is less necessary; and for no very recondite reason. Every science by its very nature deals with a special, a limited topic. It is confined to a part or aspect of reality. Its propositions are not complete truths; they apply to an artificial world, to a part expressly cut off from the concrete reality.",Philosophy of Mind (Hegel),Philosophical Treatises,71.24,3.65,1.8,0.603,0.48,1.88,0.776,7.3,0.1,1.306,0.0
"Every science by its very nature deals with a special, a limited topic. It is confined to a part or aspect of reality. Its propositions are not complete truths; they apply to an artificial world, to a part expressly cut off from the concrete reality. Its principles are generally cut according to their cloth,—according to the range in which they apply. The only danger that can well arise is if these categories are transplanted without due reservations, and made of universal application, i.e. if the scientist elects on his speciality to pronounce _de omnibus rebus_. But in the case of psychology and ethics the harmlessness of natural metaphysics will be less certain. Here a general human or universal interest is almost an inevitable coefficient: especially if they really rise to the full sweep of the subject. For as such they both seem to deal not with a part of reality, but with the very centre and purpose of all reality. In them we are not dealing with topics of secondary interest, but with the very heart of the human problem. Here the questions of reality and ideals, of unity and diversity, and of the evaluation of existence, come distinctly to the fore. If psychology is to answer the question, What am I? and ethics the question, What ought I to do? they can hardly work without some formulated creed of metaphysical character, without some preliminary criticisms of current first principles. (ii.) Herbart. The German thinker, who has given perhaps the most fruitful stimulus to the scientific study of psychology in modern times—Johann Friedrich Herbart—is after all essentially a philosopher, and not a mere scientist, even in his psychology.",Philosophy of Mind (Hegel),Philosophical Treatises,65.92,2.755,0.733,0.565,0.482,1.882,0.78,5.2,0.0,1.438,0.36
"(ii.) Herbart. The German thinker, who has given perhaps the most fruitful stimulus to the scientific study of psychology in modern times—Johann Friedrich Herbart—is after all essentially a philosopher, and not a mere scientist, even in his psychology. His psychological inquiry, that is, stands in intimate connexion with the last questions of all intelligence, with metaphysics and ethics. The business of philosophy, says Herbart, is to touch up and finish off conceptions (_Bearbeitung der Begriffe_)(22). It finds, as it supervenes upon the unphilosophical world, that mere and pure facts (if there ever are or were such purisms) have been enveloped in a cloud of theory, have been construed into some form of unity, but have been imperfectly, inadequately construed: and that the existing concepts in current use need to be corrected, supplemented and readjusted. It has, accordingly, for its work to “reconcile experience with itself(23),” and to elicit “the hidden pre-suppositions without which the fact of experience is unthinkable.” Psychology, then, as a branch of this philosophic enterprise, has to readjust the facts discovered in inner experience. For mere uncritical experience or merely empirical knowledge only offers _problems_; it suggests gaps, which indeed further reflection serves at first only to deepen into contradictions. Such a psychology is “speculative”: i.e. it is not content to accept the mere given, but goes forward and backward to find something that will make the fact intelligible. It employs totally different methods from the “classification, induction, analogy” familiar to the logic of the empirical sciences.",Philosophy of Mind (Hegel),Philosophical Treatises,72.67,3.324,1.364,0.673,0.532,2.181,0.834,6.18,0.091,1.29,0.4
"For mere uncritical experience or merely empirical knowledge only offers _problems_; it suggests gaps, which indeed further reflection serves at first only to deepen into contradictions. Such a psychology is “speculative”: i.e. it is not content to accept the mere given, but goes forward and backward to find something that will make the fact intelligible. It employs totally different methods from the “classification, induction, analogy” familiar to the logic of the empirical sciences. Its “principles,” therefore, are not given facts: but facts which have been manipulated and adjusted so as to lose their self-contradictory quality: they are facts “reduced,” by introducing the omitted relationships which they postulate if they are to be true and self-consistent(24). While it is far from rejecting or ignoring experience, therefore, psychology cannot strictly be said to build upon it alone. It uses experimental fact as an unfinished datum,—or it sees in experience a torso which betrays its imperfection, and suggests completing. The starting-point, it may be said, of Herbart’s psychology is a question which to the ordinary psychologist (and to the so-called scientific psychologist) has a secondary, if it have any interest. It was, he says, the problem of Personality, the problem of the Self or Ego, which first led to his characteristic conception of psychological method. “My first discovery,” he tells us(25), “was that the Self was neither primitive nor independent, but must be the most dependent and most conditioned thing one can imagine.",Philosophy of Mind (Hegel),Philosophical Treatises,71.29,3.403,2.444,0.805,0.494,1.865,0.806,7.67,0.444,1.5,0.0
"The starting-point, it may be said, of Herbart’s psychology is a question which to the ordinary psychologist (and to the so-called scientific psychologist) has a secondary, if it have any interest. It was, he says, the problem of Personality, the problem of the Self or Ego, which first led to his characteristic conception of psychological method. “My first discovery,” he tells us(25), “was that the Self was neither primitive nor independent, but must be the most dependent and most conditioned thing one can imagine. The second was that the elementary ideas of an intelligent being, if they were ever to reach the pitch of self-consciousness, must be either all, or at least in part, opposed to each other, and that they must check or block one another in consequence of this opposition. Though held in check, however, these ideas were not to be supposed lost: they subsist as endeavours or tendencies to return into the position of actual idea, as soon as the check became, for any reason, either in whole or in part inoperative. This check could and must be calculated, and thus it was clear that psychology required a mathematical as well as a metaphysical foundation.” The place of the conception of the Ego in Kant’s and Fichte’s theory of knowledge is well known. Equally well known is Kant’s treatment of the soul-reality or soul-substance in his examination of Rational Psychology. Whereas the (logical) unity of consciousness, or “synthetic unity of apperception,” is assumed as a fundamental starting-point in explanation of our objective judgments, or of our knowledge of objective existence, its real (as opposed to its formal) foundation in a “substantial” soul is set aside as an illegitimate interpretation of, or inference from, the facts of inner experience.",Philosophy of Mind (Hegel),Philosophical Treatises,73.34,3.418,1.889,0.683,0.443,1.907,0.754,7.44,0.667,1.297,0.676
"The place of the conception of the Ego in Kant’s and Fichte’s theory of knowledge is well known. Equally well known is Kant’s treatment of the soul-reality or soul-substance in his examination of Rational Psychology. Whereas the (logical) unity of consciousness, or “synthetic unity of apperception,” is assumed as a fundamental starting-point in explanation of our objective judgments, or of our knowledge of objective existence, its real (as opposed to its formal) foundation in a “substantial” soul is set aside as an illegitimate interpretation of, or inference from, the facts of inner experience. The belief in the separate unity and persistence of the soul, said Kant, is not a scientifically-warranted conclusion. Its true place is as an ineffaceable postulate of the faith which inspires human life and action. Herbart did not rest content with either of these—as he believed—dogmatic assumptions of his master. He did not fall in cheerfully with the idealism which seemed ready to dispense with a soul, or which justified its acceptance of empirical reality by referring to the fundamental unity of the function of judgment. With a strong bent towards fully-differentiated and individualised experience Herbart conjoined a conviction of the need of logical analysis to prevent us being carried away by the first-come and inadequate generalities. The Ego which, in its extremest abstraction, he found defined as the unity of subject and object, did not seem to him to offer the proper guarantees of reality: it was itself a problem, full of contradictions, waiting for solution.",Philosophy of Mind (Hegel),Philosophical Treatises,74.52,3.824,1.333,0.645,0.469,2.334,0.767,8.11,0.667,1.2,1.163
"He did not fall in cheerfully with the idealism which seemed ready to dispense with a soul, or which justified its acceptance of empirical reality by referring to the fundamental unity of the function of judgment. With a strong bent towards fully-differentiated and individualised experience Herbart conjoined a conviction of the need of logical analysis to prevent us being carried away by the first-come and inadequate generalities. The Ego which, in its extremest abstraction, he found defined as the unity of subject and object, did not seem to him to offer the proper guarantees of reality: it was itself a problem, full of contradictions, waiting for solution. On the other hand, the real Ego, or self of concrete experience, is very much more than this logical abstract, and differs widely from individual to individual, and apparently from time to time even in the same individual. Our self, of which we talk so fluently, as one and the self-same—how far does it really possess the continuity and identity with which we credit it? Does it not rather seem to be an ideal which we gradually form and set before ourselves as the standard for measuring our attainments of the moment,—the perfect fulfilment of that oneness of being and purpose and knowledge which we never reach? Sometimes even it seems no better than a name which we move along the varying phenomena of our inner life, at one time identifying it with the power which has gained the victory in a moral struggle, at another with that which has been defeated(26), according as the attitude of the moment makes us throw now one, now another, aspect of mental activity in the foreground.",Philosophy of Mind (Hegel),Philosophical Treatises,76.05,4.486,2.857,0.636,0.461,1.895,0.789,9.57,0.429,1.132,0.355
"Our self, of which we talk so fluently, as one and the self-same—how far does it really possess the continuity and identity with which we credit it? Does it not rather seem to be an ideal which we gradually form and set before ourselves as the standard for measuring our attainments of the moment,—the perfect fulfilment of that oneness of being and purpose and knowledge which we never reach? Sometimes even it seems no better than a name which we move along the varying phenomena of our inner life, at one time identifying it with the power which has gained the victory in a moral struggle, at another with that which has been defeated(26), according as the attitude of the moment makes us throw now one, now another, aspect of mental activity in the foreground. The other—or logical Ego—the mere identity of subject and object,—when taken in its utter abstractness and simplicity, shrivels up to something very small indeed—to a something which is little better than nothing. The mere _I_ which is not contra-distinguished by a _Thou_ and a _He_—which is without all definiteness of predication (the I=I of Fichte and Schelling)—is only as it were a point of being cut off from all its connexions in reality, and treated as if it were or could be entirely independent. It is an identity in which subject and object have not yet appeared: it is not a real I, though we may still retain the name. It is—as Hegel’s _Logic_ will tell us—exactly definable as Being, which is as yet Nothing: the impossible edge of abstraction on which we try—and in vain—to steady ourselves at the initial point of thought.",Philosophy of Mind (Hegel),Philosophical Treatises,74.37,4.245,3.143,0.651,0.404,1.77,0.77,8.71,0.286,1.2,0.0
"The mere _I_ which is not contra-distinguished by a _Thou_ and a _He_—which is without all definiteness of predication (the I=I of Fichte and Schelling)—is only as it were a point of being cut off from all its connexions in reality, and treated as if it were or could be entirely independent. It is an identity in which subject and object have not yet appeared: it is not a real I, though we may still retain the name. It is—as Hegel’s _Logic_ will tell us—exactly definable as Being, which is as yet Nothing: the impossible edge of abstraction on which we try—and in vain—to steady ourselves at the initial point of thought. And to reach or stand at that intangible, ungraspable point, which slips away as we approach, and transmutes itself as we hold it, is not the natural beginning, but the result of introspection and reflection on the concrete self. But with this aspect of the question we are not now concerned. That the unity of the Self as an intelligent and moral being, that the Ego of self-consciousness was an ideal and a product of development, was what Herbart soon became convinced of. The unity of Self is even as given in mature experience an imperfect fact. It is a fact, that is, which does not come up to what it promised, and which requires to be supplemented, or philosophically justified. Here and everywhere the custom of life carries us over gaps which yawn deep to the eye of philosophic reflection: even though accident and illness force them not unfrequently even upon the blindest.",Philosophy of Mind (Hegel),Philosophical Treatises,70.92,3.251,2.333,0.69,0.399,1.943,0.753,6.44,0.222,1.222,0.0
"The unity of Self is even as given in mature experience an imperfect fact. It is a fact, that is, which does not come up to what it promised, and which requires to be supplemented, or philosophically justified. Here and everywhere the custom of life carries us over gaps which yawn deep to the eye of philosophic reflection: even though accident and illness force them not unfrequently even upon the blindest. To trace the process of unification towards this unity—to trace, if you like, even the formation of the concept of such unity, as a governing and guiding principle in life and conduct, comes to be the problem of the psychologist, in the largest sense of that problem. From Soul (_Seele_) to Mind or Spirit (_Geist_) is for Herbart, as for Hegel, the course of psychology(27). The growth and development of mind, the formation of a self, the realisation of a personality, is for both the theme which psychology has to expound. And Herbart, not less than Hegel, had to bear the censure that such a conception of mental reality as a growth would destroy personality(28). But with so much common in the general plan, the two thinkers differ profoundly in their special mode of carrying out the task. Or, rather, they turn their strength on different departments of the whole. Herbart’s great practical interest had been the theory of education: “paedagogic” is the subject of his first important writings. The inner history of ideas—the processes which are based on the interaction of elements in the individual soul—are what he specially traces.",Philosophy of Mind (Hegel),Philosophical Treatises,68.91,2.786,1.455,0.678,0.449,1.941,0.761,5.73,0.0,1.15,0.38
"Or, rather, they turn their strength on different departments of the whole. Herbart’s great practical interest had been the theory of education: “paedagogic” is the subject of his first important writings. The inner history of ideas—the processes which are based on the interaction of elements in the individual soul—are what he specially traces. Hegel’s interests, on the contrary, are more towards the greater process, the unities of historical life, and the correlations of the powers of art, religion, and philosophy that work therein. He turns to the macrocosm, almost as naturally as Herbart does to the microcosm. Thus, even in Ethics, while Herbart gives a delicate analysis of the distinct aspects or elements in the Ethical idea,—the diverse headings under which the disinterested spectator within the breast measures with purely aesthetic eye his approach to unity and strength of purpose, Hegel seems to hurry away from the field of moral sense or conscience to throw himself on the social and political organisation of the moral life. The General Paedagogic of Herbart has its pendant in Hegel’s Philosophy of Law and of History. At an early period Herbart had become impressed with the necessity of applying mathematics to psychology(29). To the usual objection, that psychical facts do not admit of measurement, he had a ready reply. We can calculate even on hypothetical assumptions: indeed, could we measure, we should scarcely take the trouble to calculate(30). To calculate (i.e. to deduce mathematically) is to perform a general experiment, and to perform it in the medium where there is least likelihood of error or disturbance.",Philosophy of Mind (Hegel),Philosophical Treatises,69.77,3.495,1.455,0.617,0.481,2.043,0.779,6.27,0.0,1.2,0.385
"To the usual objection, that psychical facts do not admit of measurement, he had a ready reply. We can calculate even on hypothetical assumptions: indeed, could we measure, we should scarcely take the trouble to calculate(30). To calculate (i.e. to deduce mathematically) is to perform a general experiment, and to perform it in the medium where there is least likelihood of error or disturbance. There may be anomalies enough apparent in the mental life: there may be the great anomalies of Genius and of Freedom of Will; but the Newton and the Kepler of psychology will show by calculation on assumed conditions of psychic nature that these aberrations can be explained by mechanical laws. “The human Soul is no puppet-theatre: our wishes and resolutions are no marionettes: no juggler stands behind; but our true and proper life lies in our volition, and this life has its rule not outside, but in itself: it has its own purely mental rule, by no means borrowed from the material world. But this rule is in it sure and fixed; and on account of this its fixed quality it has more similarity to (what is otherwise heterogeneous) the laws of impact and pressure than to the marvels of an alleged inexplicable freedom(31).” Psychology then deals with a real, which exhibits phenomena analogous in several respects to those discussed by statics and mechanics. Its foundation is a statics and mechanics of the Soul,—as this real is called. We begin by presupposing as the ultimate reality, underlying the factitious and generally imperfect unity of self-consciousness and mind, an essential and primary unity—the unity of an absolutely simple or individual point of being—a real point which amongst other points asserts itself, maintains itself.",Philosophy of Mind (Hegel),Philosophical Treatises,72.5,3.468,1.556,0.651,0.479,1.986,0.75,7.56,0.222,1.286,0.0
"Psychology then deals with a real, which exhibits phenomena analogous in several respects to those discussed by statics and mechanics. Its foundation is a statics and mechanics of the Soul,—as this real is called. We begin by presupposing as the ultimate reality, underlying the factitious and generally imperfect unity of self-consciousness and mind, an essential and primary unity—the unity of an absolutely simple or individual point of being—a real point which amongst other points asserts itself, maintains itself. It has a character of its own, but that character it only shows in and through a development conditioned by external influences. The specific nature of the soul-reality is to be representative, to produce, or manifest itself in, ideas (_Vorstellungen_). But the character only emerges into actuality in the conflict of the soul-atom with other ultimate realities in the congregation of things. A soul _per se_ or isolated is not possessed of ideas. It is merely blank, undeveloped, formal unity, of which nothing can be said. But like other realities it defines and characterises itself by antithesis, by resistance: it shows what it is by its behaviour in the struggle for existence. It acts in self-defence: and its peculiar style or weapon of self-defence is an idea or representation. The way the Soul maintains itself is by turning the assailant into an idea(32): and each idea is therefore a _Selbsterhaltung_ of the Soul. The Soul is thus enriched—to appearance or incidentally: and the assailant is annexed. In this way the one Soul may develop or evolve or express an innumerable variety of ideas: for in response to whatever it meets, the living and active Soul ideates, or gives rise to a representation.",Philosophy of Mind (Hegel),Philosophical Treatises,70.56,3.113,0.615,0.636,0.472,2.112,0.737,6.08,0.385,1.615,0.0
"The way the Soul maintains itself is by turning the assailant into an idea(32): and each idea is therefore a _Selbsterhaltung_ of the Soul. The Soul is thus enriched—to appearance or incidentally: and the assailant is annexed. In this way the one Soul may develop or evolve or express an innumerable variety of ideas: for in response to whatever it meets, the living and active Soul ideates, or gives rise to a representation. Thus, while the soul is one, its ideas or representations are many. Taken separately, they each express the psychic self-conservation. But brought in relation with each other, as so many acts or self-affirmations of the one soul, they behave as forces, and tend to thwart or check each other. It is as forces, as reciprocally arresting or fostering each other, that ideas are objects of science. When a representation is thus held in check, it is reduced to a mere endeavour or active tendency to represent. Thus there arises a distinction between representations proper, and those imperfect states or acts which are partly or wholly held in abeyance. But the latent phase of an idea is as essential to a thorough understanding of it as what appears. It is the great blunder of empirical psychology to ignore what is sunk below the surface of consciousness. And to Herbart consciousness is not the condition but rather the product of ideas, which are primarily forces. But representations are not merely in opposition,—impinging and resisting. The same reason which makes them resist, viz. that they are or would fain be acts of the one soul, but are more or less incompatible, leads them in other circumstances to form combinations with each other.",Philosophy of Mind (Hegel),Philosophical Treatises,67.25,2.485,1.067,0.589,0.463,2.078,0.756,4.8,0.133,1.727,0.0
"But representations are not merely in opposition,—impinging and resisting. The same reason which makes them resist, viz. that they are or would fain be acts of the one soul, but are more or less incompatible, leads them in other circumstances to form combinations with each other. These combinations are of two sorts. They are, first, complications, or “complexions”: a number of ideas combine by quasi-addition and juxtaposition to form a total. Second, there is fusion: ideas presenting certain degrees of contrast enter into a union where the parts are no longer separately perceptible. It is easy to see how the problems of psychology now assume the form of a statics and mechanics of the mind. Quantitative data are to be sought in the strength of each separate single idea, and the degree in which two or more ideas block each other: in the degree of combination between ideas, and the number of ideas in a combination: and in the terms of relation between the members of a series of ideas. A statical theory has to show the conditions required for what we may call the ideal state of equilibrium of the “idea-forces”: to determine, that is, the ultimate degree of obscuration suffered by any two ideas of different strength, and the conditions of their permanent combination or fusion. A mechanics of the mind will, on the contrary, deal with the rate at which these processes are brought about, the velocity with which in the movement of mind ideas are obscured or reawakened, &c. It is fortunately unnecessary, here, to go further into details.",Philosophy of Mind (Hegel),Philosophical Treatises,68.2,3.479,1.545,0.603,0.487,1.802,0.739,6.09,0.182,1.567,0.0
"A statical theory has to show the conditions required for what we may call the ideal state of equilibrium of the “idea-forces”: to determine, that is, the ultimate degree of obscuration suffered by any two ideas of different strength, and the conditions of their permanent combination or fusion. A mechanics of the mind will, on the contrary, deal with the rate at which these processes are brought about, the velocity with which in the movement of mind ideas are obscured or reawakened, &c. It is fortunately unnecessary, here, to go further into details. What Herbart proposes is not a method for the mathematical measurement of psychic facts: it is a theory of mechanics and statics specially adapted to the peculiarities of psychical phenomena, where the forces are given with no sine or cosine, where instead of gravitation we have the constant effort (as it were elasticity) of each idea to revert to its unchecked state. He claims—in short—practically to be a Kepler and Newton of the mind, and in so doing to justify the vague professions of more than one writer on mind—above all, perhaps of David Hume, who goes beyond mere professions—to make mental science follow the example of physics. And a main argument in favour of his enterprise is the declaration of Kant that no body of knowledge can claim to be a science except in such proportion as it is mathematical. And the peculiarity of this enterprise is that self-consciousness, the Ego, is not allowed to interfere with the free play of psychic forces. The Ego is—psychologically—the result, the product, and the varying product of that play.",Philosophy of Mind (Hegel),Philosophical Treatises,74.29,4.613,2.25,0.631,0.444,1.941,0.789,8.25,0.25,1.412,0.0
"And a main argument in favour of his enterprise is the declaration of Kant that no body of knowledge can claim to be a science except in such proportion as it is mathematical. And the peculiarity of this enterprise is that self-consciousness, the Ego, is not allowed to interfere with the free play of psychic forces. The Ego is—psychologically—the result, the product, and the varying product of that play. The play of forces is no doubt a unity: but its unity lies not in the synthesis of consciousness, but in the essential unity of Soul. And Soul is in its essence neither consciousness, nor self-consciousness, nor mind: but something on the basis of whose unity these are built up and developed(33). The mere “representation” does not include the further supervenience of consciousness: it represents, but it is not as yet necessary that we should also be conscious that there is representation. It is, in the phrase of Leibniz, perception: but not apperception. It is mere straight-out, not as yet reflected, representation. Gradually there emerges through the operation of mechanical psychics a nucleus, a floating unity, a fixed or definite central aggregate. The suggestion of mathematical method has been taken up by subsequent inquirers (as it was pursued even before Herbart’s time), but not in the sense he meant. Experimentation has now taken a prominent place in psychology. But in proportion as it has done so, psychology has lost its native character, and thrown itself into the arms of physiology. What Herbart calculated were actions and reactions of idea-forces: what the modern experimental school proposes to measure are to a large extent the velocities of certain physiological processes, the numerical specification of certain facts.",Philosophy of Mind (Hegel),Philosophical Treatises,69.48,2.727,1.154,0.62,0.451,2.072,0.727,5.62,0.308,1.486,1.042
"Experimentation has now taken a prominent place in psychology. But in proportion as it has done so, psychology has lost its native character, and thrown itself into the arms of physiology. What Herbart calculated were actions and reactions of idea-forces: what the modern experimental school proposes to measure are to a large extent the velocities of certain physiological processes, the numerical specification of certain facts. Such ascertainments are unquestionably useful; as numerical precision is in other departments. But, taken in themselves, they do not carry us one bit further on the way to science. As experiments, further,—to note a point discussed elsewhere(34)—their value depends on the point of view, on the theory which has led to them, on the value of the general scheme for which they are intended to provide a special new determination. In many cases they serve to give a vivid reality to what was veiled under a general phrase. The truth looks so much more real when it is put in figures: as the size of a huge tree when set against a rock; or as when Milton bodies out his fallen angel by setting forth the ratio between his spear and the tallest Norway pine. But until the general relationship between soul and body is more clearly formulated, such statistics will have but a value of curiosity. (iii.) The Faculty-Psychology and its Critics. What Herbart (as well as Hegel) finds perpetual ground for objecting to is the talk about mental faculties. This objection is part of a general characteristic of all the higher philosophy; and the recurrence of it gives an illustration of how hard it is for any class of men to see themselves as others see them.",Philosophy of Mind (Hegel),Philosophical Treatises,68.32,3.066,1.385,0.477,0.479,1.836,0.804,5.08,0.154,1.105,0.0
"The Faculty-Psychology and its Critics. What Herbart (as well as Hegel) finds perpetual ground for objecting to is the talk about mental faculties. This objection is part of a general characteristic of all the higher philosophy; and the recurrence of it gives an illustration of how hard it is for any class of men to see themselves as others see them. If there be anything the vulgar believe to be true of philosophy, it is that it deals in distant and abstruse generalities, that it neglects the shades of individuality and reality, and launches out into unsubstantial general ideas. But it would be easy to gather from the great thinkers an anthology of passages in which they hold it forth as the great work of philosophy to rescue our conceptions from the indefiniteness and generality of popular conception, and to give them real, as opposed to a merely nominal, individuality. The Wolffian school, which Herbart (not less than Kant) found in possession of the field, and which in Germany may be taken to represent only a slight variant of the half-and-half attitude of vulgar thought, was entrenched in the psychology of faculties. Empirical psychology, said Wolff(35), tells the number and character of the soul’s faculties: rational psychology will tell what they “properly” are, and how they subsist in soul. It is assumed that there are general receptacles or tendencies of mental operation which in course of time get filled or qualified in a certain way: and that when this question is disposed of, it still remains to fix on the metaphysical bases of these facts.",Philosophy of Mind (Hegel),Philosophical Treatises,74.32,3.997,2.625,0.556,0.438,1.948,0.756,7.25,0.25,1.31,0.0
"The Wolffian school, which Herbart (not less than Kant) found in possession of the field, and which in Germany may be taken to represent only a slight variant of the half-and-half attitude of vulgar thought, was entrenched in the psychology of faculties. Empirical psychology, said Wolff(35), tells the number and character of the soul’s faculties: rational psychology will tell what they “properly” are, and how they subsist in soul. It is assumed that there are general receptacles or tendencies of mental operation which in course of time get filled or qualified in a certain way: and that when this question is disposed of, it still remains to fix on the metaphysical bases of these facts. That a doctrine of faculties should fix itself in psychology is not so wonderful. In the non-psychical world objects are easily discriminated in space, and the individual thing lasts through a time. But a phase of mind is as such fleeting and indeterminate: its individual features which come from its “object” tend soon to vanish in memory: all freshness of definite characters wears off, and there is left behind only a vague “recept” of the one and same in many, a sort of hypostatised representative, faint but persistent, of what in experience was an ever-varying succession. We generalise here as elsewhere: but elsewhere the many singulars remain to confront us more effectually. But in Mind the immense variety of real imagination, memory, judgment is forgotten, and the name in each case reduced to a meagre abstract. Thus the identity in character and operation, having been cut off from the changing elements in its real action, is transmuted into a substantial somewhat, a subsistent faculty.",Philosophy of Mind (Hegel),Philosophical Treatises,73.74,3.441,1.667,0.583,0.504,2.015,0.795,6.44,0.333,1.29,0.0
"We generalise here as elsewhere: but elsewhere the many singulars remain to confront us more effectually. But in Mind the immense variety of real imagination, memory, judgment is forgotten, and the name in each case reduced to a meagre abstract. Thus the identity in character and operation, having been cut off from the changing elements in its real action, is transmuted into a substantial somewhat, a subsistent faculty. The relationship of one to another of the powers thus by abstraction and fancy created becomes a problem of considerable moment, their causal relations in particular: till in the end they stand outside and independent of each other, engaged, as Herbart says, in a veritable _bellum omnium contra omnes_. But this hypostatising of faculties becomes a source of still further difficulties when it is taken in connexion with the hypostasis of the Soul or Self or Ego. To Aristotle the Soul in its general aspect is Energy or Essence; and its individual phases are energies. But in the hands of the untrained these conceptions came to be considerably displaced. Essence or Substance came to be understood (as may be seen in Locke, and still more in loose talk) as a something,—a substratum,—or peculiar nature—(of which _in itself_ nothing further could be said(36) but which notwithstanding was permanent and perhaps imperishable): this something subsistent exhibited certain properties or activities. There thus arose, on one hand, the Soul-thing,—a substance misunderstood and sensualised with a supernatural sensuousness,—a denizen of the transcendental or even of the transcendent world: and, on the other hand, stood the actual manifestations, the several exhibitions of this force, the assignable and describable psychic facts.",Philosophy of Mind (Hegel),Philosophical Treatises,77.2,2.917,1.1,0.531,0.481,2.368,0.794,5.9,0.1,1.069,1.866
"Essence or Substance came to be understood (as may be seen in Locke, and still more in loose talk) as a something,—a substratum,—or peculiar nature—(of which _in itself_ nothing further could be said(36) but which notwithstanding was permanent and perhaps imperishable): this something subsistent exhibited certain properties or activities. There thus arose, on one hand, the Soul-thing,—a substance misunderstood and sensualised with a supernatural sensuousness,—a denizen of the transcendental or even of the transcendent world: and, on the other hand, stood the actual manifestations, the several exhibitions of this force, the assignable and describable psychic facts. We are accordingly brought before the problem of how this one substance or essence stands to the several entities or hypostases known as faculties. And we still have in the rear the further problem of how these abstract entities stand to the real and concrete single acts and states of soul and mind. This hypostatising of faculties, and this distinction of the “Substantial” soul from its “accidentia” or phenomena, had grown—through the materialistic proclivities of popular conception—from the indications found in Aristotle. It attained its climax, perhaps in the Wolffian school in Germany, but it has been the resort of superficial psychology in all ages. For while it, on one hand, seemed to save the substantial Soul on whose incorruptibility great issues were believed to hinge, it held out, on the other, an open hand to the experimental inquirer, whom it bade freely to search amongst the phenomena. But if it was the refuge of pusillanimity, it was also the perpetual object of censure from all the greater and bolder spirits.",Philosophy of Mind (Hegel),Philosophical Treatises,77.45,3.31,1.111,0.407,0.481,2.341,0.762,6.67,0.111,1.238,2.273
"It attained its climax, perhaps in the Wolffian school in Germany, but it has been the resort of superficial psychology in all ages. For while it, on one hand, seemed to save the substantial Soul on whose incorruptibility great issues were believed to hinge, it held out, on the other, an open hand to the experimental inquirer, whom it bade freely to search amongst the phenomena. But if it was the refuge of pusillanimity, it was also the perpetual object of censure from all the greater and bolder spirits. Thus, the psychology of Hobbes may be hasty and crude, but it is at least animated by a belief that the mental life is continuous, and not cut off by abrupt divisions severing the mental faculties. The “image” (according to his materialistically coloured psychology) which, when it is a strong motion, is called sense, passes, as it becomes weaker or decays, into imagination, and gives rise, by its various complications and associations with others, to reminiscence, experience, expectation. Similarly, the voluntary motion which is an effect or a phase of imagination, beginning at first in small motions—called by themselves “endeavours,” and in relation to their cause “appetites” or “desires(37)”—leads on cumulatively to Will, which is the “last appetite in deliberating.” Spinoza, his contemporary, speaks in the same strain(38). “Faculties of intellect, desire, love, &c., are either utterly fictitious, or nothing but metaphysical entities, or universals which we are in the habit of forming from particulars.",Philosophy of Mind (Hegel),Philosophical Treatises,74.02,3.149,1.5,0.519,0.471,2.093,0.803,6.75,0.0,1.222,0.0
